ClientID,ClientName,ClientStartDate,InvoiceMonth,ServiceTier_Contract,ServerCount_Contract,ServerCount_Actual_Avg,SupportTicketCount,BilledAmount_INR
CL-36551,Kumer-Ganesan,2018-09-30,2022-11-01,Pro,34,33,2.0,267477.39
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2023-04-01,Basic,11,10,0.0,39244.44
CL-36889,Sarraf Ltd,2016-10-18,2018-08-01,Pro,21,22,,178591.86
CL-57523,Bava-Khare,2021-12-29,2022-09-01,Basic,12,12,1.0,48423.09
CL-25169,Kakar Group,2016-09-28,2019-05-01,Basic,11,11,,44710.22
CL-98268,Bhavsar-Chaudhari,2019-01-29,2022-02-01,Pro,20,20,1.0,158427.79
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2019-05-01,Enterprise,55,54,,826171.03
CL-93176,Batra-Samra,2014-11-26,2019-12-01,Basic,15,14,,55597.32
CL-40794,Kamdar LLC,2018-01-05,2025-08-01,Pro,18,17,2.0,134367.26
CL-97751,"Sura, Gara and Warrior",2021-03-31,2024-02-01,Basic,9,9,0.0,35694.59
CL-40270,Lall-Nadig,2016-11-21,2019-03-01,Basic,10,11,,44311.46
CL-55774,"Sheth, Khoslaa nd Zachariah",2015-03-16,2020-03-01,basic,7,7,,27728.82
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2019-11-01,Pro,28,28,,221469.41
CL-91913,"Datta, Mishra and Kala",2015-02-26,2024-06-01,Basic,10,10,0.0,39995.59
CL-24168,Iyengar Group,2017-03-31,2021-05-01,Pro,26,27,,212945.09
CL-27045,Nagy PLC,2025-03-06,2025-09-01,Basic,15,15,1.0,59287.57
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2020-09-01,Pro,28,30,,237737.46
CL-24337,Vig-Sangha,2016-10-13,2018-10-01,Pro,32,33,,260116.85
CL-92628,Palan-Jani,2015-11-18,2016-04-01,Pro,19,18,,145583.06
CL-45715,Nori LLC,2024-01-23,2024-04-01,Pro,36,37,4.0,298839.23
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2018-03-01,Enterprise,76,81,,1236570.26
CL-75182,Venkatesh-Kala,2020-07-08,2025-01-01,Pro,23,20,1.0,159795.65
CL-36889,Sarraf Ltd,2016-10-18,2021-01-01,Pro,21,19,,154740.51
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2016-07-01,Enterprise,63,64,,975762.99
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2023-02-01,Basic,7,7,0.0,27578.0
CL-67266,Mannan-Vig,2020-12-12,2025-05-01,Basic,10,10,0.0,39265.39
CL-91913,"Datta, Mishra and Kala",2015-02-26,2019-06-01,Basic,10,10,,39538.05
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2020-05-01,Basic,12,12,,48887.96
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2022-08-01,Basic,6,6,0.0,23604.05
CL-25169,Kakar Group,2016-09-28,2021-05-01,Basic,11,11,,43598.77
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2015-11-01,Enterprise,76,76,,1138466.76
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2020-11-01,Basic,13,13,,52203.13
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2017-03-01,Pro,28,30,,242622.83
CL-58664,Tella-Dara,2018-05-19,2024-01-01,Pro,34,30,2.0,237780.43
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2019-05-01,Pro,27,26,,208945.38
CL-75182,Venkatesh-Kala,2020-07-08,2025-03-01,Pro,23,25,1.0,202335.38
CL-72187,"Babu, Tata and Shere",2023-08-17,2025-02-01,Basic,11,11,1.0,43691.64
CL-15441,"Dubey, Tailor and Batra",2022-08-25,2024-01-01,Pro,27,24,1.0,190361.65
CL-58503,Ghose-Shah,2019-05-24,2023-04-01,Pro,33,32,3.0,253688.81
CL-26502,Badal-Jaggi,2016-11-25,2021-11-01,Basic,12,12,2.0,48430.33
CL-64492,Om Group,2019-01-19,2025-08-01,Pro,19,19,1.0,154349.23
CL-47213,Srinivas-Subramanian,2014-02-01,2022-11-01,Enterprise,92,88,4.0,1294374.71
CL-36551,Kumer-Ganesan,2018-09-30,2023-11-01,Pro,34,35,2.0,281551.26
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2021-01-01,Basic,5,5,,19786.49
CL-75439,"Pillay, Khare and Goda",2020-07-08,2020-08-01,Basic,8,8,,31574.47
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2015-06-01,Basic,6,6,,23588.35
CL-40794,Kamdar LLC,2018-01-05,2022-02-01,Pro,18,18,1.0,141728.65
CL-71617,Chacko Ltd,2013-09-29,2022-08-01,Basic,9,9,5.0,36157.64
CL-85839,Kapadia and Sons,2019-09-25,2023-04-01,Basic,8,8,1.0,32380.78
CL-41706,"Manne, Verma and Gour",2015-12-28,2019-05-01,Pro,31,30,,239412.24
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2018-12-01,Basic,8,7,,27849.08
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2021-03-01,Basic,9,9,,35441.43
CL-17047,Parekh-Kari,2015-11-12,2024-02-01,Basic,11,11,2.0,43697.87
CL-98268,Bhavsar-Chaudhari,2019-01-29,2019-12-01,Pro,20,18,,142009.61
CL-66584,Bhasin-Rastogi,2022-05-01,2022-08-01,Enterprise,86,85,4.0,1279508.82
CL-41683,Manda-Kunda,2021-10-05,2023-07-01,Basic,13,13,1.0,51415.67
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2024-06-01,Pro,18,19,1.0,150796.26
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2023-08-01,Pro,38,39,3.0,313142.92
CL-98268,Bhavsar-Chaudhari,2019-01-29,2022-01-01,Pro,20,19,2.0,149793.19
CL-91761,Rai-Sinha,2020-11-08,2025-09-01,Basic,15,15,1.0,61044.54
CL-46911,"Sabharwal, Mammen and Wason",2016-04-24,2019-10-01,Basic,6,6,,24049.01
CL-36889,Sarraf Ltd,2016-10-18,2024-04-01,Pro,21,22,1.0,173841.17
CL-84661,Chana Group,2014-10-18,2022-12-01,Basic,8,8,1.0,32570.27
CL-19522,"Gera, Char and Raj",2016-03-13,2024-06-01,Pro,38,42,2.0,332939.95
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2018-01-01,Basic,5,5,,19666.74
CL-36429,Kothari-Contractor,2015-11-05,2023-11-01,Basic,5,5,0.0,19735.23
CL-77568,Atwal LLC,2017-10-21,2019-11-01,Basic,11,11,,43778.44
CL-18180,Banik PLC,2024-04-28,2024-07-01,Pro,31,31,2.0,246398.94
CL-45715,Nori LLC,2024-01-23,2025-09-01,Pro,36,36,4.0,291663.5
CL-10606,Ramachandran-Panchal,2018-06-22,2021-10-01,Pro,40,39,3.0,310977.06
CL-93176,Batra-Samra,2014-11-26,2024-09-01,Basic,15,16,3.0,65086.25
CL-17047,Parekh-Kari,2015-11-12,2020-11-01,Basic,11,11,,44874.84
CL-95872,"Lanka, Dhar and Butala",2024-06-29,2025-01-01,Enterprise,43,39,2.0,580523.18
CL-77568,Atwal LLC,2017-10-21,2024-11-01,Basic,11,11,2.0,44078.16
CL-41706,"Manne, Verma and Gour",2015-12-28,2018-08-01,Pro,31,32,,257290.21
CL-84275,Sathe PLC,2023-07-01,2024-04-01,Basic,6,6,0.0,23814.57
CL-81288,Khare-Oak,2023-03-26,2023-11-01,Basic,12,12,1.0,47641.98
CL-75349,"Kaul, Narain and Atwal",2021-07-17,2025-05-01,Pro,31,30,6.0,235575.13
CL-98268,Bhavsar-Chaudhari,2019-01-29,2021-09-01,Pro,20,21,,168542.73
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2025-02-01,Pro,29,29,1.0,232715.02
CL-26502,Badal-Jaggi,2016-11-25,2018-04-01,Basic,12,13,,51311.15
CL-72280,Nazareth Group,2021-12-23,2022-01-01,Pro,26,24,1.0,190173.18
CL-47356,Tank Ltd,2017-01-03,2023-03-01,Basic,10,11,1.0,43646.24
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2022-09-01,Pro,27,28,1.0,226515.11
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2024-02-01,Basic,5,5,3.0,19996.94
CL-59713,More-Bhandari,2014-01-20,2017-06-01,Enterprise,48,50,,759241.7
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2024-09-01,Basic,7,7,1.0,27834.69
CL-39250,"Chandra, Wali and Goel",2020-07-13,2020-09-01,Basic,6,6,,23998.9
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2019-03-01,Pro,28,31,,247234.75
CL-24168,Iyengar Group,2017-03-31,2022-11-01,Pro,26,27,5.0,219316.29
CL-22205,Boase-Vohra,2016-06-15,2018-10-01,Enterprise,91,95,,1419438.27
CL-37071,Atwal and Sons,2016-11-03,2024-10-01,Basic,7,7,1.0,28370.77
CL-37071,Atwal and Sons,2016-11-03,2023-01-01,Basic,7,6,5.0,24349.31
CL-86840,Manda Ltd,2023-03-16,2024-05-01,Pro,22,23,2.0,186042.9
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2015-09-01,Basic,5,5,,19934.28
CL-59245,Sibal-Brahmbhatt,2018-08-24,2020-01-01,Pro,34,31,,252118.59
CL-24568,Ramaswamy-Thakur,2018-09-19,2022-09-01,Basic,11,12,1.0,48468.91
CL-58252,"Cherian, Sabharwal and Luthra",2024-06-11,2024-07-01,Basic,9,9,0.0,36180.13
CL-56763,Chacko-Chokshi,2018-06-17,2018-11-01,Basic,13,12,,48917.34
CL-39250,"Chandra, Wali and Goel",2020-07-13,2022-09-01,Basic,6,6,0.0,24163.17
CL-25427,Soni-Chakrabarti,2018-08-18,2020-03-01,Pro,22,23,,184149.63
CL-32944,"Dhillon, Walla and Narayanan",2023-07-21,2024-09-01,Enterprise,88,93,5.0,1378334.95
CL-17957,"Palla, Roy and Taneja",2016-12-28,2018-04-01,Pro,20,20,,158674.46
CL-58503,Ghose-Shah,2019-05-24,2019-09-01,Pro,33,33,,268616.49
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2018-05-01,Pro,19,19,,154638.72
CL-36010,"Agate, Deshpande nad Kurian",2022-07-23,2024-12-01,Enterprise ,69,61,3.0,907609.14
CL-75182,Venkatesh-Kala,2020-07-08,2024-12-01,Pro,23,21,6.0,169607.82
CL-73321,Chandran-Chopra,2021-08-08,2024-04-01,Pro,39,39,3.0,309943.76
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2019-04-01,Basic,5,5,,19604.1
CL-61312,Comar-Sandal,2014-03-29,2018-11-01,Pro,35,36,,284340.84
CL-73321,Chandran-Chopra,2021-08-08,2022-12-01,Pro,39,35,2.0,281769.01
CL-58664,Tella-Dara,2018-05-19,2018-07-01,Pro,34,34,,274077.64
CL-41706,"Manne, Verma and Gour",2015-12-28,2018-06-01,Pro,31,33,,268990.48
CL-57058,"Naik, Maharaj and Parmer",2014-06-19,2022-11-01,Basic,11,11,1.0,44147.78
CL-31522,"Rames,h Prashad and Mallick",2017-09-09,2023-09-01,basic,11,11,3.0,44116.9
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2023-04-01,Basic,15,15,1.0,58875.52
CL-86633,Sahota-Sandhu,2022-07-09,2023-05-01,Basic,11,11,4.0,43407.29
CL-17047,Parekh-Kari,2015-11-12,2017-04-01,Basic,11,11,,43302.25
CL-75349,"Kaul, Narain and Atwal",2021-07-17,2025-06-01,Pro,31,31,3.0,247441.31
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2018-05-01,Basic,5,5,,20060.44
CL-95027,Rao-Chand,2015-05-18,2021-11-01,Basic,12,12,1.0,47744.98
CL-77568,Atwal LLC,2017-10-21,2024-05-01,Basic,11,10,0.0,40501.67
CL-36551,Kumer-Ganesan,2018-09-30,2023-02-01,Pro,34,33,2.0,258746.38
CL-97751,"Sura, Gara and Warrior",2021-03-31,2022-01-01,Basic,9,8,0.0,32403.01
CL-25169,Kakar Group,2016-09-28,2020-04-01,Basic,11,11,,44718.32
CL-59713,More-Bhandari,2014-01-20,2018-02-01,Enterprise,48,46,,702357.27
CL-75439,"Pillay, Khare and Goda",2020-07-08,2020-09-01,Basic,8,8,,32506.87
CL-67266,Mannan-Vig,2020-12-12,2023-10-01,Basic,10,10,0.0,40207.3
CL-99845,Chadha-Patel,2015-12-09,2024-02-01,Basic,13,14,1.0,56034.15
CL-43739,Khosla-Dara,2016-07-13,2017-08-01,Pro,23,24,,195172.09
CL-75925,Jhaveri-Bera,2019-02-04,2024-04-01,Basic,12,12,1.0,47576.46
CL-36010,"Agate, Deshpande and Kurian",2022-07-23,2022-12-01,Enterprise,69,64,7.0,947570.55
CL-26502,Badal-Jaggi,2016-11-25,2017-08-01,Basic,12,11,,44467.54
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2022-07-01,Basic,8,8,0.0,31788.96
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2017-12-01,Basic,9,8,,32251.38
CL-24337,Vig-Sangha,2016-10-13,2022-02-01,Pro,32,33,3.0,267014.89
CL-43739,Khosla-Dara,2016-07-13,2025-07-01,Pro,23,24,1.0,192425.93
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2021-09-01,Basic,13,13,,51279.11
CL-81912,Chaudhary PLC,2021-02-01,2025-04-01,Basic,13,14,1.0,55352.08
CL-64897,"Narang, Doshi and Pillay",2016-04-18,2019-03-01,Enterprise,63,68,,1027018.01
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2020-02-01,Basic,13,14,,56863.36
CL-26954,"Dani, Issac and Bahri",2022-05-18,2023-03-01,Basic,13,14,1.0,54884.89
CL-73851,Atwal-Ravi,2015-04-29,2025-09-01,Enterprise,93,98,5.0,1460874.91
CL-73851,Atwal-Ravi,2015-04-29,2022-07-01,Enterprise,93,94,5.0,1419162.42
CL-85839,Kapadia and Sons,2019-09-25,2023-10-01,Basic,8,8,0.0,31921.8
CL-62756,"Sunder, Sarna and Cheema",2020-07-16,2022-06-01,Basic,15,15,1.0,58906.56
CL-51519,"Gill, Anne and Jaggi",2020-10-07,2020-11-01,Pro,18,19,,152353.7
CL-51132,"Warrior, Yohannan and Dada",2018-12-28,2023-09-01,Basic,5,5,0.0,20013.31
CL-36551,Kumer-Ganesan,2018-09-30,2018-11-01,Pro,34,35,,276418.07
CL-14840,"Mistry, Yogi and Arora",2017-01-11,2025-06-01,Basic,13,14,3.0,56025.23
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2020-07-01,Pro,19,19,,154295.64
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2016-01-01,Enterprise,76,69,,1026749.77
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2018-09-01,Enterprise,55,59,,891693.03
CL-35893,"Goda, Samptah and Kakar",2018-04-05,2025-05-01,Enterprise ,55,52,3.0,774772.59
CL-71516,"Raja, Jhaveri and Ramakrishnan",2019-11-15,2024-06-01,Basic,13,14,1.0,56190.24
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2017-09-01,Pro,28,31,,245445.82
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2022-08-01,Enterprise,55,55,3.0,827415.46
CL-68853,Khurana Group,2021-04-27,2021-12-01,Basic,12,11,6.0,44605.21
CL-10868,Patel Inc,2015-11-19,2017-04-01,Pro,37,37,,299156.1
CL-68593,"Vohra, Sinha and Lala",2019-07-28,2022-10-01,Pro,21,22,1.0,174713.27
CL-20694,Bumb Ltd,2016-08-29,2019-05-01,Pro,17,16,,129649.53
CL-24337,Vig-Sangha,2016-10-13,2020-02-01,Pro,32,32,,259455.67
CL-75182,Venkatesh-Kala,2020-07-08,2024-09-01,Pro,23,24,1.0,195414.21
CL-99845,Chadha-Patel,2015-12-09,2023-12-01,Basic,13,12,3.0,48761.42
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2024-12-01,Basic,12,11,2.0,44282.4
CL-87690,Mistry-Wali,2024-01-26,2024-03-01,Pro,37,38,2.0,302996.93
CL-24168,Iyengar Group,2017-03-31,2018-09-01,Pro,26,26,,210459.89
CL-95027,Rao-Chand,2015-05-18,2020-11-01,Basic,12,11,,44201.16
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2022-11-01,Basic,12,12,1.0,47076.99
CL-24337,Vig-Sangha,2016-10-13,2017-04-01,Pro,32,31,,249640.75
CL-36429,Kothari-Contractor,2015-11-05,2021-10-01,Basic,5,5,2.0,19604.56
CL-59245,Sibal-Brahmbhatt,2018-08-24,2022-12-01,Pro,34,32,2.0,258520.99
CL-41683,Manda-Kunda,2021-10-05,2022-05-01,Basic,13,13,3.0,51055.78
CL-47356,Tank Ltd,2017-01-03,2024-02-01,Basic,10,10,3.0,40008.82
CL-25169,Kakar Group,2016-09-28,2021-09-01,Basic,11,11,,43819.52
CL-96503,Sundaram PLC,2019-01-17,2022-06-01,Enterprise,63,64,4.0,952617.19
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2024-01-01,Pro,17,15,4.0,121888.75
CL-24168,Iyengar Group,2017-03-31,2022-05-01,Pro,26,27,2.0,216569.84
CL-25169,Kakar Group,2016-09-28,2021-08-01,Basic,11,11,,44243.29
CL-18459,"Barman, Mody and Shenoy",2016-03-01,2018-11-01,Basic,9,9,,35908.76
CL-20694,Bumb Ltd,2016-08-29,2018-11-01,Pro,17,17,,137617.42
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2018-01-01,Enterprise,76,68,,1035583.32
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2019-06-01,Basic,12,12,,48510.22
CL-97751,"Sura, Gara and Warrior",2021-03-31,2024-11-01,Basic,9,9,0.0,35981.67
CL-40270,Lall-Nadig,2016-11-21,2025-09-01,Basic,10,10,5.0,40168.19
CL-51532,Kadakia and Sons,2016-11-21,2017-08-01,Basic,13,13,,51587.28
CL-26502,Badal-Jaggi,2016-11-25,2020-05-01,Basic,12,12,,47960.03
CL-83431,"Pal, Zachariah and Madan",2015-09-17,2023-06-01,Enterprise,76,81,8.0,1205943.21
CL-88571,"Narasimhan, Reddy and Dhawan",2014-12-25,2016-01-01,Basic,8,7,,27994.56
CL-15441,"Dubey, Tailor and Batra",2022-08-25,2024-12-01,Pro,27,24,1.0,193267.04
CL-85839,Kapadia and Sons,2019-09-25,2022-04-01,Basic,8,8,2.0,31987.76
CL-58503,Ghose-Shah,2019-05-24,2024-01-01,Pro,33,29,3.0,236430.98
CL-55774,"Sheth, Khosla and Zachariah",2015-03-16,2020-08-01,Basic,7,7,,28161.94
CL-93734,"Ganguly, Ramanathan and Chahal",2015-01-13,2018-09-01,Pro,29,32,,260435.81
CL-24568,Ramaswamy-Thakur,2018-09-19,2019-03-01,Basic,11,12,,47892.45
CL-72187,"Babu, Tata and Shere",2023-08-17,2024-12-01,Basic,11,10,2.0,40638.77
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2018-04-01,Basic,6,6,,24390.58
CL-97964,Kapoor Inc,2015-11-09,2023-02-01,Pro,35,37,4.0,298224.44
CL-58503,Ghose-Shah,2019-05-24,2024-04-01,Pro,33,33,4.0,265222.19
CL-40270,Lall-Nadig,2016-11-21,2021-03-01,Basic,10,10,,40745.4
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2020-10-01,Basic,5,5,,20353.74
CL-32462,"Mitter, Sen and Madan",2021-04-30,2022-09-01,Basic,12,13,1.0,53031.97
CL-84661,Chana Group,2014-10-18,2019-11-01,Basic,8,8,,31649.26
CL-75349,"Kaul, Narain and Atwal",2021-07-17,2023-08-01,Pro,31,30,2.0,237430.84
CL-44393,Gandhi-Saini,2024-11-04,2025-01-01,Pro,17,16,1.0,129655.12
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2025-01-01,Pro,27,25,1.0,203666.49
CL-15441,"Dubey, Tailor and Batra",2022-08-25,2023-06-01,Pro,27,29,2.0,234979.41
CL-41683,Manda-Kunda,2021-10-05,2023-05-01,Basic,13,13,1.0,51519.92
CL-97964,Kapoor Inc,2015-11-09,2022-12-01,Pro,35,33,2.0,259220.28
CL-32462,"Mitter, Sen and Madan",2021-04-30,2024-09-01,Basic,12,13,1.0,52611.36
CL-71617,Chacko Ltd,2013-09-29,2018-02-01,Basic,9,9,,35497.19
CL-96503,Sundaram PLC,2019-01-17,2022-01-01,Enterprise,63,54,5.0,809313.94
CL-35893,"Goda, Sampath and Kakar",2018-04-05,2025-06-01,Enterprise,55,56,3.0,838498.46
CL-83431,"Pal, Zahcariah and Madan",2015-09-17,2023-08-01,Enterprise ,76,74,5.0,1096134.57
CL-24337,Vig-Sangha,2016-10-13,2022-08-01,Pro,32,33,2.0,260589.0
CL-22205,Boase-Vohra,2016-06-15,2022-04-01,Enterprise,91,92,6.0,1357616.07
CL-36889,Sarraf Ltd,2016-10-18,2025-06-01,Pro,21,22,2.0,173407.34
CL-41702,"Chaudhari, Kalita adn Bera",2014-07-22,2024-06-01,basic,5,5,0.0,19740.62
CL-20694,Bumb Ltd,2016-08-29,2025-03-01,Pro,17,18,2.0,141702.95
CL-92628,Palan-Jani,2015-11-18,2021-06-01,Pro,19,20,,159318.81
CL-47213,Srinivas-Subramanian,2014-02-01,2017-08-01,Enterprise,92,88,,1326274.73
CL-61312,Comar-Sandal,2014-03-29,2022-07-01,Pro,35,35,4.0,277380.7
CL-71617,Chacko Ltd,2013-09-29,2022-03-01,Basic,9,10,0.0,40565.64
CL-86840,Manda Ltd,2023-03-16,2024-09-01,Pro,22,22,1.0,179253.99
CL-72280,Nazareth Group,2021-12-23,2025-08-01,Pro,26,27,2.0,220179.63
CL-34306,"Mall, Mitra and Contractor",2014-10-07,2024-08-01,Pro,19,19,1.0,148976.34
CL-58467,Bali-Acharya,2022-03-28,2024-06-01,Pro,30,31,2.0,250417.86
CL-59245,Sibal-Brahmbhatt,2018-08-24,2021-05-01,Pro,34,35,,285201.19
CL-26502,Badal-Jaggi,2016-11-25,2024-12-01,Basic,12,11,1.0,44011.51
CL-58503,Ghose-Shah,2019-05-24,2021-09-01,Pro,33,36,,290287.64
CL-40794,Kamdar LLC,2018-01-05,2022-11-01,pro,18,18,1.0,143121.2
CL-62756,"Sunder, Sarna and Cheema",2020-07-16,2025-03-01,Basic,15,15,2.0,60927.35
CL-61312,Comar-Sandal,2014-03-29,2016-10-01,Pro,35,33,,264905.94
CL-67266,Mannan-Vig,2020-12-12,2021-10-01,Basic,10,10,0.0,39283.86
CL-55480,Mistry-Kumar,2021-04-12,2025-03-01,Pro,32,34,4.0,267907.17
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2014-11-01,Pro,38,38,,300171.52
CL-67568,"Salvi, Brahmbhatt and Dutta",2015-02-11,2025-03-01,Pro,29,30,3.0,238686.15
CL-47213,Srinivas-Subramanian,2014-02-01,2018-08-01,Enterprise,92,95,,1401293.32
CL-59713,More-Bhandari,2014-01-20,2014-02-01,Enterprise,48,47,,697009.98
CL-24568,Ramaswamy-Thakur,2018-09-19,2021-01-01,Basic,11,10,,39275.93
CL-24568,Ramaswamy-Thakur,2018-09-19,2024-11-01,Basic,11,11,2.0,44387.82
CL-26502,Badal-Jaggi,2016-11-25,2023-02-01,Basic,12,12,1.0,47412.19
CL-72187,"Babu, Tata and Shere",2023-08-17,2024-07-01,Basic,11,11,2.0,43911.03
CL-39250,"Chandra, Wali and Goel",2020-07-13,2022-11-01,Basic,6,6,0.0,23856.53
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2016-05-01,Basic,6,6,,24327.41
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2022-04-01,Pro,25,26,1.0,206281.26
CL-79605,"Gole, Vraughese and Nadkarni",2016-10-29,2023-10-01,pro,18,19,1.0,149258.95
CL-95027,Rao-Chand,2015-05-18,2020-01-01,Basic,12,11,,43454.27
CL-54011,Chacko-Korpal,2019-03-21,2021-04-01,Basic,11,11,,43279.66
CL-64492,Om Group,2019-01-19,2023-06-01,Pro,19,20,1.0,159883.64
CL-73851,Atwal-Ravi,2015-04-29,2018-03-01,Enterprise,93,99,,1469189.32
CL-34102,"Dubey, Sarraf and Gala",2015-10-09,2016-09-01,Pro,28,30,,235455.2
CL-64372,"Kara, Venkataraman and Jha",2014-07-01,2024-03-01,Basic,12,13,4.0,52585.74
CL-61833,"Rattan, Subramanian and Pandya",2016-11-03,2020-01-01,Basic,15,13,,51167.25
CL-26502,Badal-Jaggi,2016-11-25,2021-10-01,Basic,12,12,1.0,47766.27
CL-25169,Kakar Group,2016-09-28,2024-02-01,Basic,11,11,1.0,43771.76
CL-97100,"Sandhu, Bahl and Sandal",2019-02-19,2025-07-01,Basic,13,13,1.0,51543.0
CL-97751,"Sura, Gara and Warrior",2021-03-31,2024-01-01,Basic,9,8,0.0,32576.05
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2024-01-01,Pro,25,23,1.0,185775.98
CL-43739,Khosla-Dara,2016-07-13,2021-05-01,Pro,23,22,,175872.18
CL-26502,Badal-Jaggi,2016-11-25,2022-09-01,Basic,12,13,4.0,52167.19
CL-47213,Srinivas-Subramanian,2014-02-01,2019-01-01,Enterprise,92,82,,1223594.46
CL-91913,"Datta, Mishra and Kala",2015-02-26,2017-02-01,Basic,10,10,,40423.01
CL-10606,Ramachandran-Panchal,2018-06-22,2024-12-01,Pro,40,37,2.0,294098.7
CL-47356,Tank Ltd,2017-01-03,2022-10-01,Basic,10,10,2.0,39285.89
CL-24153,"Sachar, Pandit and Khalsa",2019-05-18,2022-06-01,Pro,17,18,4.0,145561.21
CL-13321,"Taneja, Acharya and Thaman",2014-08-11,2023-11-01,Pro,38,36,2.0,287197.21
CL-24168,Iyengar Group,2017-03-31,2020-12-01,Pro,26,23,,187263.42
CL-97964,Kapoor Inc,2015-11-09,2019-10-01,Pro,35,34,,266637.32
CL-72755,"Krishnan, Nadig and D’Alia",2018-07-03,2024-06-01,Pro,25,26,2.0,210543.8
CL-72092,Choudhry-Mahal,2021-03-11,2022-03-01,Pro,39,41,2.0,330498.87
CL-82328,"Morar, Chana and Nadkarni",2016-11-16,2021-08-01,Pro,27,26,,210233.36
CL-61490,"Ghose, Purohit and Natt",2015-01-21,2015-03-01,Basic,6,6,,24275.42
CL-48764,Memon-Arya,2023-08-31,2024-03-01,Enterprise,73,73,4.0,1104235.92
CL-56763,Chacko-Chokshi,2018-06-17,2022-09-01,Basic,13,14,1.0,55675.48
CL-17957,"Palla, Roy and Taneja",2016-12-28,2017-06-01,Pro,20,21,,169660.89
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2024-05-01,Basic,5,5,0.0,20076.43
CL-10868,Patel Inc,2015-11-19,2016-12-01,Pro,37,32,,258259.04
CL-58503,Ghose-Shah,2019-05-24,2020-10-01,Pro,33,32,,260725.62
CL-41702,"Chaudhari, Kalita and Bera",2014-07-22,2024-11-01,Basic,5,5,0.0,20093.95
CL-25169,Kakar Group,2016-09-28,2024-12-01,Basic,11,9,3.0,36446.48
CL-77504,Dugar-Dewan,2021-07-07,2025-07-01,Enterprise,54,55,3.0,819635.2
CL-58503,Ghose-Shah,2019-05-24,2024-06-01,Pro,33,33,2.0,268209.88
CL-39250,"Chandra, Wali and Goel",2020-07-13,2020-08-01,Basic,6,6,,24130.18
CL-95027,Rao-Chand,2015-05-18,2015-07-01,Basic,12,12,,47886.15
CL-31945,"Oommen, Nayar and Gupta",2024-11-15,2025-09-01,Enterprise,92,97,8.0,1473910.33
CL-29312,Grover Ltd,2022-07-26,2025-09-01,Enterprise,94,100,7.0,1480022.2
CL-95027,Rao-Chand,2015-05-18,2024-01-01,Basic,12,11,1.0,44105.52
